property_id,price
c18c2ea88f4ac53970b53d2c,489594560
842c9f0e4edf1e5a672ce15e,685408896
7dd1e46dcbddc6bf5ef694de,459736896
6cc4f32b39180bd1ec7e117b,619090304
79e643789a85dc4ffad49a25,586602368
b3402a9173d289d6db78e09d,822754112
a446507813234e358db8b573,611209344
c8ef57ddfb35061d1876f94e,731748736
360be0df2c003005e3db080e,939833408
9ab245a4c91877cb7a8661ce,896550016
a57a34c7486e7a40e8deb316,787736832
ceba7d0f56f6cb03538962fb,611843968
d5475993f9db58c3e4baf7a3,756474880
d37a1dda09e30da13ff5bfc3,488433728
68a8b8d077a8232723bf37e9,534418816
e1eea7716ca6490b7640717a,627399936
4ae6d75b10848d259ecba576,628272640
17afbce5c0b56732abbea936,926309568
84a2673eccd3cf3bd7fd3eb0,720323840
f2f4e6cbafe527b155707f01,1070459584
de2e3a592cda5b76c9573c5c,888516224
fac651cf404a58f24dc7d286,1031931008
e6f312a0877af26b69855a3d,1021681792
333a643c623a9bc75f3a40f2,907319552
64593641e470908ef23b46cb,821150848
ce9f2f0071be658ae75ca6f9,1087305216
9ab385e399a4673732b6a799,793774976
3429c774b736cefc051e2c55,516693248
a51ad0372758b2bbfe73f8fd,517266624
8c801a266256e3fbabe7e3d2,634231296
ca2f81b8fb6fda20aefb0ccb,640208832
3c1b1f86087f9b99380e387c,704955456
b0cad5d612954b8cab18101c,799620096
7eb991f4c69215377e4dac8f,781597312
0d130b8bea4321300396fa34,564128576
8dfa059401e1dca80ae65ae1,759446656
3e3f264cd0ac7a65ed2349a2,810715008
112dce80bf512f3f24391d23,359265056
ff25ded6333278149f8fb68f,635625664
d555b82c192794e87e9d536f,774728384
a787382d96ef9fce8f27bc70,873713088
8c3aa295f7bcfd9a43eb2037,878709440
13ac95652fb3cf6c43dafc66,273546912
42fc6a80b882c32f6264ac10,322253408
1e9c53e09220d689a0210ab9,335454432
3348706086aa3db5c92259c3,459019456
66d402a9b7d05f29282ddb00,594111552
cf88be51d6f31c10e5868ff7,426881184
30b3f38716be209a894b0942,427240096
0a5908a92d0ba3e36f54b1f3,487912960
dd206b6ea2d7f6555109ea39,355678112
c641febd8bc2ece3e4d2d8b6,474995936
c11fdc02a288af0572a2bca1,672579776
35dc60a65969b264ab283d6d,572983104
d9cb0f637cd4feaaaf8a21c0,741262208
7e8dfae9a5f1faf8afa706f7,185860192
a280fe7610c254b935c9dcfc,385487584
85524880fdc4e4daf90e96fd,451264160
f361109d06f6609c16724b39,505437120
3f6b2f0c0876c21755369cb6,627971136
de26819064a290ce78d8fcc1,573814144
91be1260a84ab7fa3521c495,775541504
18c8dc4549d38c918af2972e,891418560
782b0fb8641849c2c34291e6,549435648
54933f8b33a4fd6f031ed5be,698537600
953176c9a901b4f61c030432,619231296
357e2add3d68167a4f3ce15e,617697344
90332d50e91925eb9b614bef,524507360
11723d1d472bf1a3fdd8b72c,874885760
01f8b6799e2910f7769db175,632982592
a0d5001f7dd42d7f0c91d2a9,476282048
d4439c35bcb88e1490916c67,571432832
4a73dad0ff8a5262e8b07c4b,888516224
3dd8085a65f24b497ea59557,963554688
39ef085809bc80e32e7b6af6,841136832
b98ee16e8fd7d1c75a9da13c,852137152
16deb26bf740fa61e258f545,1092612096
732a3bd457d7798e1fd892f6,787807296
1376058cb128a1c7729cd2e9,765669568
cac7e7c3e13af91bdc7107e8,757750144
9f3dfa6e1422f6aeac527c61,495168928
4dd3d1288ccb66ee4fb9c097,876677440
15fb97d6a43731d61e95d004,951067648
dac29573163315edf99e0e7a,529859520
b93f2864087d41c3c92d43c3,717721984
cd4656aed92f5c0a0b6b7c0c,717721984
556210496090b42ac10cf1b8,1087305216
762979729fb21e56a32ed14e,1087305216
ea935b76abe664d5e2c4736f,505437120
40e9ef1e7c6749b7a8d04ea9,542725504
058265732a484ac8d5497f5c,460027808
6f52ea8340cdd283f9a79720,577684672
cafe7c1ee67458e05c84d5fb,627971136
3f45ed2f08a2b03b738fbb5e,516720416
f203b18854b75c4564d7a17d,627971136
d5333f639d11bc3ab073ed72,441256544
c14f644116669a160446a945,364123040
de585856ff546e00a5a4672e,532774432
7a80663cae7c191b5d025fa0,496029184
71f80198e68fbba902650b1a,359403232
f3523e0626df8cea803ead0f,376616640
619abd5f978b1573761be86d,414559232
17a2323b855e93533a9f09f2,458873280
38e8630f2c05ea38e2257c21,479052800
1e3798d739f85ee0e5a314ca,505603712
46d0544f411bbfb6b452858c,469925152
605e7a71eecb13b23ffca0c1,408733536
7515b37b7ae7c62f3dafbe7d,503278656
28be121ada9c9303be802474,590649024
331d54f8a1bd3dabce73d6d9,691423488
22d167639ccaace593dffa31,356914112
36cd68fc3ffab79fcaa340ab,612979648
db924733e88c361cdfab874a,737301888
64eea2e9a13a8edfe8ac7027,787845568
97fe6eeed892111bfa20255b,458963008
b54e6757829ac95e2076d954,590454656
dd59b8122458557041903207,448684832
b35c58fc1c05a77433025318,811924864
c41964afa164d8b75f8dbe92,739773440
96b3ea80cce599b68f96f86e,631184320
a4bc87ad4f1ad97c0a63d843,750900928
16e62269e6aa2ea052d05f71,770108480
518b37b51f824fa0fb5075d3,568561728
e083d83369cbc93fb94842a1,795384128
57deff02895d5286eda10d89,703361152
7ed35835fbe694bc237abe38,720873856
b48efa9ddf36e85164354f26,684394176
5910c9b29a1025bada93a5e1,792677632
10a650e8cb5425c97f08f68a,677795584
9e0feca2ec3043ae6f840631,809898432
35ce37bbecac6b164fa21e6c,700909184
c4955010d066e013812a85ea,716319296
d5a83c31bec18d1c3eb9af7d,661088640
70217bd08583854329722821,693546880
28e748e7aa0a447731e06706,626309056
27929c0a3e0fd2d6d2969e03,720398656
5c5ea0d8bae75e0a5c88414f,716650560
2233f50cf7b04791cf1ddeaa,601173248
bf430621f17dcaf17fb91ac7,723907776
d8dc9de06461e0220bc55906,558205056
d988975f8c4e6ee8fd8dc1e1,685663296
bab884e0f99df269805e83a4,750652672
8fa9b20af1508af7a01e2267,609315712
b6f195d44ddbe10b78b97191,500872224
2ab0eeac4a228d5769fb4365,460671968
347a4deda03bfdde6d1c163d,677329088
17230f18b30b94606fea047d,460371200
eab4ae491bbbe7b8ab107229,533235200
07c753474a847bf2bccd55b7,396650240
b7ce05400f0261743073e072,522682944
4a33d213841d2af537aa967a,549929856
04eb0b590ce7483c615b043b,673835072
a01a51af09a3dc387a18b58c,606886336
270b930a9e22d5016ffa4019,1087331200
5ed1320fe84a518e267ff537,834753280
f04b574dc221473cfd616e22,640431104
6f7e390aa6135019dc5a828f,663864448
776d4a19fb3852fe6dcd3ddb,464044224
b7f164b79658952248866c34,491393792
aafeff5826516e363471e439,509563872
eba6a2b80a17a846ae560ece,402200032
90e62f8656ae504bf6175e0d,711335552
dc4331d09a1e36baaa6bde53,478790048
372d67ccb9d251e290891f0a,377153472
a7801c67a0ddd71c50ba38d3,354142112
e4d6b81f169cab8ea0244d75,406625600
cd5c6655243a4be0912bc92a,787736832
f7a7281a19733251134364fc,769502400
a716ec25a219961fbe90f367,1070459584
8bd45966c16d4eafb49ee2a2,992085312
baabbdaa5e8f69fc90d303c1,874137216
8bed46960db1b2a7954ffbcb,1063702080
dbc123f9502159d660f375ca,1074467584
a4683facc81ccda10e9ae388,1087305216
3a576586fa1aac85c2ffb75b,1038838528
b1fb98d0ba25b21c6647d423,896116416
97fa4be3ed93c37c048f507c,472703680
cf184cc576effe39c0f857b8,551423488
784f67fcb2d009d352740ed1,202388208
f4d6ce332121f814aa663fca,670306752
c87ae84ef029febca1e633e8,451276672
e876c6fd9c161861fb92ad5a,921938880
9047c4764f2c6b1a10b87e99,1063406016
234c94e9a248ae57bb5a0771,386033920
a49c2976ca4f24f3a6b622e3,475322912
ffc171cf73514bed077339a6,419776448
fba83f5feea2522888377066,341261184
1a593800d5785ecc36c25ead,628385984
ab157c9601861dc387a91b82,624603904
f87f8003f15b0fbc12609514,439409504
f44d035ea2b15b2c69d4da50,751590784
fc815b59cce7934f816f0502,770374336
32915b77ca68000ba9eed6d8,445898944
cb083fa7ff634f424a351840,529956736
4f3c7b9bc78f882f858b3d3a,379845120
53d33316e237830ad463a26b,482422368
f5d852e25d51377686c43bc8,644301376
64731b6eaf4fd2bb6c155013,599073984
dad7e45e4706ab2564ef9cf1,402540768
255914e9b13ad94efa6ed365,660306304
5a8950a64b4aea4ac13dad45,829572224
70f51b4abf26651111305b1b,887232128
8919ca18fff7571002e440ec,848487424
f776a4e0c8c82b3d29756b34,1087305216
7ea4af39a7e577ffbd600f0d,679993920
45fc0d46c7a4df7ff6976fce,942248576
7cdcecc706fc7c79cce45b20,835217664
3503f56e09e639be4762ff2d,760051712
f70ac0d227db6f5333aa821e,668159104
20db610da64f80afc1621b12,384628288
c80ef212c870e2f20ed2234a,631965056
7dc68d5cac1b7fcdab35586e,468213952
a478fb93a131fee4119bb9f9,818419264
7749b2b534213ec7b536372b,556107712
43e59f5312e304fc21c1e052,962882560
82a7920524816f3db7f5a4ca,685629120
1a7e331d9ff88ae5efafa8ea,630929344
a57350d4c79a415137281cb7,279974944
f3a6132006d54d0e22a17e84,803600384
14caab87a129f51b2b70508e,636080128
ba2423d79744d763aa3744f8,622836864
1caac10c1121a795a172889b,854966016
40768729f2697b87ed6519d1,686815040
843234d3c6c20bb60a17fbee,777112576
cd2e4dff930a1c7a1a569992,511435136
5a6eab133b7e95155f6a9012,449560256
5bba6c40aeb129c433d2c58e,517789504
ad3c644b506498127c7beef1,531993536
a379656c49f4cb1cfc5b3f03,484081536
998c1a6ace613d8a7468ba5c,740466176
dd610d7ece83bb02dcd7a22f,296591424
539467d04a2b3e78c592b11b,410996544
e40fe4ac43cabe82c03dda59,505564096
5561eab714583013b422e7d4,656097856
d9110b2b5b1c02766da9e24e,745142592
c72cf05b93b9c290c063b08b,762879232
d71cc157c0c43935989009f5,488275456
4199eaa19ddf8ac436bb2ba3,822754112
d23d12bd86def2657038a481,769502400
ca438e13d8aa6285858da0aa,720323840
a173eb804f4bcf6bfe889417,1070459584
9b3677d498c2ccf69c756ec7,1087305216
f8c787390e4c6d2e99fc7c3d,489515456
a188aa896d1b4520ccd6b65f,412936992
9fa39c9eb4b10a20dda6c3c2,645687872
7bc9022fa1eadbd9ab39acd9,490754688
46f0731f62232b32eb733dc3,410056704
b6767d1e329ff5e28c42f632,379876512
abde4b06769fcb1d5577fa7f,517266624
1496d159d31717ce254f67a7,386535264
1470749d0d2551a93827e441,393124704
3ac517f74dbf8cdc8feadfe8,593987008
fc6616c62030a53d2aa46b12,688856640
8497f34947cb4c0ff18a0eaa,451264160
3b2936127f5a4684a1d3de22,580475136
dab58562904cd13a93d913e1,627300480
69d1e47b6bdc57512f1838a5,778086592
23c7f9a0534a4ae6a24e38a6,785874944
640e9fe41fb79ecba89d8951,915929728
31f6a25d56f3bb36386d07ae,837920640
bfb30ae71cdca27f5a5494c6,861002432
baacf0dbd690644d74f3a929,766346816
cdcb874d2e62220d12230632,904037248
1421bdbd9cf7572b799b732c,945180736
ee9e5adab1455d38edfcaa6e,1009625792
1fae43a9450fae02919962b9,522217152
5f9ee280509afd55d24f39b7,525371968
82902f2082dd405ab538ff58,559456000
eae52c81f779a61f57cb5b58,959186368
4ec0aee1b202642d2739068b,613769472
f4c6c3210a3c2eb935c6d5bb,908077120
14a14706d405569501327924,445787520
146a5a4f3d111dc7b955ce42,803991296
99bdce7cdea643b0442976f5,762066880
733c7cdfd50db77066a67140,553694528
de328410e22767c66d919423,595308224
d0116b53467b3081664fb268,723866176
dc722ea5c4d62773f9fb6bbc,518726432
e84605e3aadd50b064c8eac3,1059475776
31a3719e57ab1425e7267fad,502402752
34993717af3f861b9735df6e,601586496
543822711986a454cfd764e3,952522048
5bbc4ff9cc3ddacb39469e27,915518016
d7ced905983af0800c19b7fe,793526464
02d5bac2567ee9e19041ad42,891398592
f4897a8a0a911a2acfb8e8c7,1070459584
4ba19ab08d1fe7f72d0dd37a,784790848
b7c07f8afe037d55bddb8e41,204403440
40b20b5a3a986802d64f7675,532820384
01fb5931cb55f5308382818e,872012352
7cd0c7174b957df1f004fc88,688370112
ca13bacbf6dc8d1b09fe4c67,561586496
0ed0dc77661be57aab63bc83,333372352
d03558acc19951a882bd568b,445806688
b8cca0d70fb46f3a31473e98,761711488
f665a58fa8eda69547c1a159,716332480
8aa5ae4637ba83e672cd3ab9,676061056
a6da1996f66e545041d920d6,701717696
b828609eff041a68fa243a12,680411840
3f39a260b81dd7de1dff2b31,514334752
40fd167916ff071afdc44792,679136512
6ca31945172976c3a11732c6,840536192
1437d1f1601d26a3dca7594f,597014784
ebab054e5f256bf4e382002a,1087305216
0838d0df248d723da4e25ea9,631878208
7a134e45b9ebe710c6c6efe6,688250432
6e9c7f27d6b89c5f9696fae6,404628608
bd12c705950c46e679c34bf6,1063702080
fa2c1092f17ce021964f8953,825131392
e3202b635974f7a3367c0ff9,822754112
49bdf0f970af03d83a57dcff,793526464
91af29fa680d8033188ffc39,512443360
cb626b981c0997d254388e76,410996544
155a8e4186d1626fdda4d0ee,657983168
d337476c2cfa780518523a6b,239098976
7c3ea8523ece273991a190da,492654176
674c02227165e1c7189c54e4,848769920
17056748001fd65cb961b384,934937536
f56bca5bebfc765162c8cae0,850096128
5f4b0ec9c7452b888b33c3e8,462157472
13dbc077e552640736267a49,424797760
cb645955c851790e83e696a7,692594048
649cca8c83352caf7442f20a,803073408
fc8836e71725949c5f3fa7f7,1069413184
4f431d80287051ca323f2c08,776144512
42defcc69fa22e4c858f3c24,692594048
291a2f9022933c9d81311e81,692594048
d48a061a2040d851937413aa,692594048
55d2ad80322427ee3426dceb,644023552
8c41bfacbc1a6ab831b26fa8,692594048
c7214222fefdd8d2ad7f8f8f,708691584
b3d9a095c9c73004643c9e78,692594048
d49aeae19e13909e75dda2b6,692594048
dd10dcc52d2549df85f2a8ec,444514912
6732b448d2e4f32679f235ad,912937216
f08a5c2992cfee4c0910f68c,675820352
e3a62f080c25f404ca995e06,692594048
7634d584c3042533942e2dc0,738620288
ae58dee872922a9c678dbfcc,1081630720
5ec01e911785dbd5b49b166c,520603072
9bc12d9c9ad95064412c3413,659192064
7acdaa0cee1ee62e15f4490b,439708768
d76d5b14d0acc5295b8057e2,804418240
32f3364ac1fabdd13db1cfe5,279736640
8cab957b322f1aba06bae4ad,421447744
e3dc8b417819e9afe3fc7d0d,493377888
c71fbecd8f7310c201adbf40,488216800
54c9bffcdc46819f67e4b3d1,659957120
4d94a2295f612b96264a0db8,601586496
874f4a836cb74be301e068cd,910526912
a18925f908acda4171bfbe36,1016304128
a587c7419568288d68c46feb,785742528
19994da77ce4f2db3efe6660,398383680
9c4dece6127f1f3f3bc1e0f7,460352928
09c28a830f8093802384071c,408657440
5766f7cfab59c920081e3046,460352928
964b7d9de17c1ce396fb83fd,279580576
44f77a86369d6607753adc09,421339264
7f25471be85adf0baeb8ebbc,489910400
6859481703fb0cb34c1e564d,716498752
7ba0c14dce0cb09ef5735d9f,529956736
62cd6a29e98a5b7a5ad38050,541325696
9c6d7e6260e4fe83d43706d4,595514176
5dbcb55dbba823dc31b041f6,810715008
85abc5c0353c5b678f087824,583156800
56dd1bc39664f8e9f316851b,671084032
b23341faa7307d9d6009c6d8,707787776
2af941adae2e8dfd66542055,553712704
268f887f25d416dcd3c0c9c2,917925504
9ddc7272fe43f07035d3da63,1082636544
4002635ca8b087877ad22d5b,1079632256
b515b1caa608ff42574e5a06,600382016
710542343cece039a279dbee,729722176
187a143dbd6d4bd81d6d9c32,386033920
26db92c003c8e67d92d88aaf,886127808
641ac8f4f60ae2b9cf6add93,741624448
784714647351cb6745c867b1,729722176
5fcf1e2ab4edf13ec844decf,679993920
2575d932e98c421bbb38b267,822528512
af9d2f5f62bf74a7fa9c74f4,797561920
4db8d529af9f718e6d81a85d,410996544
9a3368605e5f563e29182f3b,321378368
5ff696d8369101b6dc60e2ed,457458912
95ade3ab8dc04237acd6441a,336472352
607ed21e896eb5ffb50d5ead,426561728
40d9a852bbed67a6036c6d8b,523206720
97badba651a94721af5df3f0,488275456
b2f089146c30929c4836f0fb,419537920
936307e2f478c3ff7b9652e3,540931008
b6d5cb459999de084965e993,679475392
aeb66f808982c6308d891f55,657305856
cf8418c60f4e54dfa09b1e6e,381883744
1dcf71e8fbfef2c6534576df,534418816
c78b16f05ef58855da0d4f2f,428496864
19ecf1fc86396ada203c2a19,584508864
985fc7ab5aabf1831ce3d298,634611328
8aaeae6bcfcee5ad928ce28d,717094592
1a93cae134c79a43b13ce656,822754112
ffad647e8ee35eaea6378fb6,762066880
c21a3eaa136ef8a912ce7b74,621464128
fabe0f299a4e4bc6f51d54b9,752857408
5af99278b1091dca9b0b0332,803073408
3f0c845deec1c24472a35efd,993235520
c10f25fd39dd36287a6cde73,1069413184
f37d31c512866b575780c4b7,1087305216
5d34f871e5a5cb3a655a0b13,776144512
95bb852a958d7b16fd676e3c,912937216
24857a7a80d5f13a52eeb054,745917504
f9796e9d13fe1becef435e54,970123776
1c2739878e452a340a4e8972,985144128
698f3f1929a2dbbc69865b65,630612992
bc230105784ca8640e499ca2,514334752
622fdba953206a65224f2c82,368226720
6765fc17d98c08142d3d7757,676288832
6f35fcba4ffd6a58bce85892,498105376
d8654c08e95b39e3b4891cd9,669604224
33305df46dc2186c7e3f727e,850096128
0cec193a20d720af010383b1,631878208
734efe04fa6b326ae1d072e8,462597824
69190139558b2ef3eface18d,481697216
bb084299ad23f245d7cc5b69,587220608
d4c7b3372d70b898b167b92a,762066880
4a119b1bbf04b4bd6051c5b1,787736832
f844345b6224bc76bc3c6f91,505757344
052505ca8210e5e651fc0b63,716490368
5731cdf8cac0b8371d786c90,716332480
594d8d78af90086bf8cdf09c,618860736
fcaddcc78938f3a234dd2d3f,326160512
1574958978c9b5d23d9521b5,601586496
55902baa0ece72e2e8c869d6,892115904
46161effff173111bb6c3a32,898120192
b3fcd9cbfd485e4e1da6c89c,376869248
213ddc1761cd6b018349786a,680734208
be3b1df5f008636e14bec3fe,934411136
dd27922be5b6f730f8b4e058,436145088
cd2aeb1b2649ef421102def7,723865984
a226b4af016a772dc7e39ac8,582952512
dcef5b332fd31d0ed8d754f3,251630672
481492907baba4574d4a6f35,822754112
10e5e54ab66b58b3f41ec381,592463872
d48866a153ea0fd23a858cd6,357569376
d273a2075d28e343a657d9de,950493568
90a711f776d53cf654614649,685002880
f87c76eb5071c5b309e3ac3a,425511424
74df03749e60c216a3e1292f,474258688
03a84af05df0f577e09d60c1,508448256
78682041182f01ee4db04e8e,1063702080
25c76b5a1da0c2d8158b3732,675739392
af8f09175265e1546200ff86,520195648
c8d4ffb290aa9cea002e8d67,390307968
cb89ad8156c3428ac80a4db3,554169920
7602cb1e6fef087d8ee81aac,628164928
00c75d59ed4777481a50cbd3,613818944
fd36cffb856c2a14982a5fa9,578157632
06ccfa37fa6b011ac38422de,431810496
257b533b6a66b40d0f097c55,546730368
736eef4bb36681acbcc3c41b,476801536
e1a4437b17f7bec650d8cd97,587598400
ecabfcb8ce9bb47ec3089c7e,587598400
a5a46af0c9fb5c0a03855660,638728256
920b50f4355cd2674ceee068,539067648
410e5af026805ec8088f2e71,535700416
efa0c01632d13ab59f629ab1,537043072
5965d19a68a8414b0419bc68,777493888
64955a117f2d9264eb59fa82,752728704
8cd46b5c9cbd056d3712f155,630612992
65f736c3fee3d14c31a57d1f,819780928
66e9c614882d58c022de7a2c,716332480
8c787c1e6161b18601e6d7de,450560160
29a115ba5b198689fce5f93b,426883744
de8ee990e70c8e5ad167dc89,503286400
0b65098a19c2fc1caa6577ed,822754112
70ea0403b722a1dae1ff9b18,762066880
5c77e242474e477513b60ad8,402723840
1655a92b20740a11a5889519,273546912
1709b1446b20b21482dd2d36,720323840
e5dba7fa0cfb81488b0c331e,469600576
d09dc3a3270073e5f1cb353c,787736832
368e740cb71b9175fe5b7b6a,850096128
b8a8ad4c0215077d3e5aa472,900897600
1f4a78e094987ce29f054fb8,225692496
aae3a99ac764b8e9bfc562cf,550344384
a63ecc5539e8725af4128cb5,580958208
a29e18f37ded2e901181d7d2,396650240
14ead7469d05e5eacce6a575,594458368
1cbf39c44f6b0fdbf9554845,739859456
9012294b64280c565a88a1d8,718835712
dc0e9ce44b9932c6e48a9390,693618432
a4f272acb4b3b4f5fc72e99d,898913664
b0a7295da89516be1c44512e,549691520
b638b937d4f62949b9eb9fce,632309184
cadd4a6e1075b57f7b74c63e,791196608
a88f4eeeeac5ccd1ba9b8a4e,879768128
29616bf14b5f1cd42786a91d,653938624
f03f97ca55e9a43928c18237,399299104
5fb9bd3aee2e1320dcbea448,475517184
34bcfc2f0cefad790922879e,891418560
8c9849cf3d20991e5126420b,900670016
ca7b9296080c9fc9fb232782,1040200064
63a5989d0dad994a6af7734c,359403232
7d25023ecf668945c87e0666,441256544
fde3d4a4a819b1fa40530238,425024000
e3338ac993873aca45755dc8,496029184
bfeab1b12dd82efa96efac31,364123040
2d564574f0191164ff1d068b,376616640
5529d858e9c9e3e92ce8a95a,354097504
2755af908b841e9024718b3d,423150592
623df36ea9610ed5c58dbd8b,505898592
77924a3c7880310a4822e5a7,532774432
24fd0b7f75feda5db89a4127,423150592
c2b9a3b2747f32d26c8219fe,414559232
3c3c7861a9727bedf5e3cb29,553438720
822ba8fd3c7392bda84461a4,479052800
4625168852b335b223a05bb3,491905920
b732ff1637ec53286e890865,469925152
706bddaf0b87e4f076247450,476801536
917218fe1425d2c222da1ed3,458873280
7ac0428c4b7197ca14f3b86a,356914112
e828e83be8651bc2e07641e2,517255136
4d069f925100b6cad0b657b8,612979648
a50640d13126880a423521e8,691423488
45e92799de1a5334c3d2d72f,505603712
93ca9e75cbeaceee69b4f0e4,737301888
8fc4070ce12262679c381515,787845568
63182bbbd5f94cea67de2d8b,723907776
6e163c3a0e30e7bf1e909661,458963008
3cd016f68705e73b819cf74b,631184320
3da41d55a2b9f78c2b10c75d,677795584
0eb8f10c9d5ded1b09f60baf,693546880
330c37fb5065311564fd35a2,770108480
b849cef46f19e13d3fc9d5c5,792677632
7bc034984b19479f29886cc9,618474112
5cae4522fa829a1614739b64,809898432
bf6bd06201e60a4c98c8623d,741088896
549ebb2f616d50ca778e92cb,663423808
448ad6cf4b43298a39c7b5e6,558205056
e9a37a1a4150461126dbb6e9,752857408
1d4c50978603ef41377af057,448684832
bb71a24bc5ea4051d84ecacd,568561728
286ab2411118455780314355,661088640
045108344bf09b01b597e7ce,795384128
d714e15ab5c2d5a2503bffcb,776303488
60823c81f0b98e8a57192a9b,720873856
dfa988a524343181a0d3ead5,750900928
fe8bcbd17b16ad023a202843,684394176
69fe76202cd89637a15de1d4,626309056
e7cf67cbc08fa04be9f0a3d4,700909184
670583e7a2ec6e337429fbf9,716319296
796935018bf2b241646a2dae,739773440
5f5856dd16c0e5131835e650,720398656
ea2e380226005bb55c724ce1,703361152
f40defb11ff73ba4e3db7611,758427520
a4b2dd2771f49951c027eef2,811924864
a949ede7227c8f8587715029,685663296
83f402857435d4fadb27fa36,750652672
36ab522893b5f01caea4cd0d,609315712
8e4875b7ecd0898571f0b1ae,276914176
7ef3f8bfd0368696369ac957,505325760
73ec13a5687c542137eb9a41,478451872
6334eb4a37d102ee00c6e2a1,507380256
fab91f0b03598c943fa425dd,531108544
c57c3c7edd591e16c0b7c1f6,518902912
03aea1b6ff072f117ec733af,395313504
91b57e8d6c41b7afe949bcba,461524384
ebbc5fdad817b304af3585c4,503225440
0232a50c9afca03cbf4277c8,492961792
05b12b1916e51a804419c654,267226816
95c9cee9b36fd1d68f647aa5,362110720
3d31144a77cb51647f3deb02,579353152
ea87e3259c2b0d6263d39a2f,269994784
61f634438de4a10a861f42c0,551930816
c3ca43d0474dea2f2dfb9791,351205728
a13a3638569b89ddf1260470,505325760
124959d1429de095473bf5a0,425024000
4d85bbc09ae56cd85a8f87c6,517628544
2c13f29a8b9ac9b464e3a582,423649664
70215712bdd8ae7585520550,345779936
3352469ca509e8ca652fad1a,490946624
893caa7433c200e0d43e9f27,530559520
767cb14f03c909c595c2a731,566515264
11433baf7716402e8c58bd33,503286400
e07ca567b0678126a1aec803,408640800
b2286067a73bc0049328b55b,546730368
c85d56080167254c7bc19303,450689952
5b9ef8d6defdaf13dccc5ae9,376919648
f7972b1936c6d9e95d3f632b,441711968
defd03ae7d0c0a44baf80abd,647074240
6fffb7958a58a73b0e16f2b2,630929344
5d86a1db39e324770ae58efa,506684128
c56163e390d9e5a7a76e77be,525670976
fd5ba2795eb7b5fe338d6b4e,618347968
24d6d85cd0e2dc3deb2db896,631117952
feea3a2bd9f643219de51c46,473308448
